Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
64734,52,3,Professional,Tier_3,9710,7851,2462,8684,3271,2803,2249,4969,1978,5498,1343,15,9420,13914,2417,685,470,139,1003,81,140,115
106521,21,1,Retired,Tier_2,21304,9505,3788,15671,6487,4117,3847,5683,5217,8842,1391,25,20667,20667,4646,1510,895,1026,1373,220,24,256
7361,64,2,Retired,Tier_1,2208,0,254,767,389,305,237,532,338,623,198,5,375,1511,200,30,64,34,43,10,23,53
61886,47,0,Self_Employed,Tier_1,18566,0,1793,7619,3321,2504,2790,3445,2023,0,1072,15,8997,18754,1578,557,660,669,897,33,0,222
48544,56,3,Professional,Tier_1,14563,0,1504,6590,2709,1785,1411,2320,2174,3795,1143,14,6788,10550,363,660,305,117,446,62,183,207
14771,31,4,Self_Employed,Tier_3,2216,0,611,2075,1152,312,508,853,731,1171,345,5,780,4799,403,205,78,60,159,19,8,80
36689,44,4,Self_Employed,Tier_2,7338,0,1429,4507,2599,1212,1372,2564,1600,3047,828,6,2284,10194,1043,209,228,221,507,1,23,51
69553,30,1,Retired,Tier_3,10433,8315,2657,6972,5030,2083,2449,5105,3017,5711,1182,13,9002,16599,711,627,195,478,875,131,41,106
15454,37,0,Student,Tier_1,4636,0,681,1647,864,728,737,891,675,0,397,8,1199,4198,166,117,99,78,181,9,0,31
42745,41,3,Retired,Tier_2,8549,0,1544,4446,3139,1467,1888,1740,1611,4073,920,14,6024,13367,1193,608,342,275,511,17,184,199
60237,27,0,Retired,Tier_2,12047,10138,1749,7628,3898,2587,2704,3704,2727,0,1543,13,7604,11512,1362,775,551,343,559,14,0,417
12735,24,3,Retired,Tier_3,1910,1893,482,1730,966,359,381,934,462,753,252,9,1172,2612,156,130,85,102,136,17,17,75
26772,34,3,Student,Tier_2,5354,1889,1161,3674,1628,1124,941,2050,806,1964,767,10,2602,5413,812,284,105,83,408,20,28,202
38167,39,4,Professional,Tier_2,7633,5867,1773,4444,2130,1110,1166,2336,1355,2868,675,7,2643,6810,1276,310,157,293,491,23,63,138
15868,61,1,Retired,Tier_3,2380,0,552,1765,1256,397,770,812,708,1435,467,7,1189,5326,288,261,85,115,198,31,30,45
14848,28,1,Retired,Tier_3,2227,2598,456,1847,1092,684,655,871,513,1383,164,6,915,2359,476,207,159,119,80,19,14,10
26928,59,0,Professional,Tier_1,8078,0,1225,3362,2140,1020,1063,1989,910,0,326,7,1963,6815,377,372,133,315,364,2,0,97
56969,40,3,Professional,Tier_2,11394,4136,1861,8178,4364,1931,1196,3457,1779,5109,1412,14,8088,12150,1280,1198,316,85,243,26,38,99
50209,39,3,Retired,Tier_1,15063,0,2457,7175,3557,2096,1387,3883,1774,3868,643,13,6709,8305,895,697,442,92,977,40,25,107
15060,57,2,Student,Tier_3,2259,0,496,1632,927,733,403,792,519,1468,388,8,1135,5444,91,99,49,29,192,22,31,81
50548,64,1,Self_Employed,Tier_3,7582,0,2507,5231,3464,2265,1062,3386,1593,3557,1045,12,6013,18857,898,228,195,209,298,70,130,101
15370,35,3,Self_Employed,Tier_2,3074,0,353,1879,1042,313,426,733,615,792,242,10,1467,5902,100,141,59,57,88,21,17,47
8274,62,0,Retired,Tier_3,1241,0,251,1068,442,305,400,597,412,0,121,9,772,3436,313,78,25,105,130,1,0,25
22365,43,4,Student,Tier_2,4473,0,634,3283,1480,472,605,937,1034,1441,316,6,1445,7691,695,156,47,134,99,23,63,87
73668,47,4,Professional,Tier_2,14734,0,3670,10615,5270,2501,3446,4160,2426,5756,1093,10,7523,19998,1044,1351,695,179,941,109,31,161
50702,30,1,Student,Tier_2,10140,0,2320,7129,2627,1787,1649,2810,2326,4370,1274,11,5381,14271,872,322,198,240,370,4,138,120
29962,21,1,Self_Employed,Tier_2,5992,0,1263,4418,2202,750,897,2170,1198,2459,800,7,2008,7814,387,351,168,121,394,13,98,181
21495,60,2,Student,Tier_3,3224,1273,1022,2905,1172,986,858,1088,778,1608,399,6,1231,6181,661,221,226,252,214,2,26,37
21964,44,1,Retired,Tier_1,6589,0,1043,2372,1488,640,1034,1748,734,1986,240,10,2107,4090,311,111,80,284,121,0,57,34
32728,57,3,Student,Tier_3,4909,1915,850,4725,1648,850,1315,2382,1501,2796,387,5,1788,9451,523,391,153,359,453,5,10,110
12762,27,3,Self_Employed,Tier_2,2552,0,386,1723,846,341,577,984,609,1128,203,8,1002,3413,263,142,52,100,228,18,42,11
22708,61,3,Retired,Tier_2,4542,0,487,3143,1170,527,539,1526,919,1756,669,9,1966,7429,703,217,146,29,97,40,64,175
25248,45,3,Retired,Tier_1,7574,0,739,3220,1276,955,1106,1461,874,1542,266,6,1527,6236,604,138,215,225,434,19,23,44
10179,38,2,Student,Tier_2,2036,0,422,1434,686,457,254,602,357,905,204,6,585,2822,251,204,26,28,110,10,17,48
15340,28,1,Retired,Tier_3,2301,818,635,1610,865,620,702,686,617,1061,366,9,1384,5057,171,104,111,167,187,19,3,106
41663,37,1,Student,Tier_2,8333,0,1389,5628,2795,1209,2002,1813,1636,3392,455,11,4636,13011,498,567,264,493,349,79,42,79
30229,53,1,Student,Tier_2,6046,0,758,3678,2118,1000,788,2406,1077,2069,352,8,2561,9937,695,157,293,90,330,9,67,98
23434,36,2,Professional,Tier_2,4687,1235,501,2571,1523,705,571,1721,1110,2219,639,7,1688,5953,721,299,104,147,425,25,44,54
14470,27,2,Self_Employed,Tier_2,2894,2471,397,1738,768,683,519,903,574,1399,244,7,1069,1879,145,144,69,72,111,26,66,66
105919,32,3,Professional,Tier_2,21184,0,2382,15153,7687,3227,3519,4788,4677,10171,3029,23,23931,30104,2213,805,431,551,1079,213,282,761
15345,62,2,Self_Employed,Tier_2,3069,2468,763,1710,944,481,670,904,640,912,243,9,1434,2541,295,102,95,89,256,28,2,15
36689,62,2,Self_Employed,Tier_3,5503,0,895,4846,2633,911,1236,1681,1105,3484,685,7,2428,13708,1222,582,203,347,302,50,67,95
20306,35,0,Retired,Tier_3,3046,0,901,2804,1398,799,651,1359,845,0,240,8,1622,8263,215,171,159,89,220,20,0,50
30883,24,3,Self_Employed,Tier_1,9265,0,963,3596,1843,1038,1421,1695,1080,1993,426,9,2806,7565,629,192,64,156,292,3,40,33
43262,47,3,Student,Tier_2,8652,0,1669,4899,3396,1648,1357,2287,1519,2553,444,14,6235,14839,1284,318,161,279,473,75,106,26
10024,31,0,Professional,Tier_2,2005,1917,362,1349,686,413,441,680,438,0,298,9,887,1435,251,141,45,48,178,4,0,67
29842,54,1,Retired,Tier_1,8952,0,647,3116,1667,1433,1310,2086,1307,1902,323,10,2959,7099,410,178,83,237,368,5,33,34
77772,58,0,Retired,Tier_3,11666,0,3671,9943,4435,3016,2757,4411,3220,0,1954,10,8138,32700,1817,286,396,276,340,160,0,541
122781,47,0,Self_Employed,Tier_1,36834,0,5772,17668,7079,3873,3936,7772,6042,0,1403,24,28998,32401,3011,929,842,1108,993,183,0,240
27036,44,0,Professional,Tier_2,5407,0,782,3520,2022,1332,795,1996,1189,0,451,5,1430,9542,721,279,365,116,429,27,0,37
31017,54,2,Professional,Tier_1,9305,0,745,3684,2188,1322,1146,1389,1527,2985,500,8,2510,6228,437,534,369,213,147,25,51,131
175961,58,0,Professional,Tier_3,26394,0,4055,24378,9321,6559,7302,12567,8338,0,3273,20,35048,73773,6442,2345,1399,2056,1579,256,0,165
74376,34,4,Retired,Tier_2,14875,7689,3372,8796,4782,2538,2348,3557,2235,6188,2188,11,7948,15808,1848,765,369,242,267,58,225,352
18309,47,0,Professional,Tier_1,5493,0,687,2061,1291,381,892,795,873,0,428,9,1645,5408,431,271,33,145,66,32,0,127
18284,35,1,Student,Tier_2,3657,2858,571,1909,1197,801,712,1147,590,1107,502,6,1118,3233,254,242,75,200,180,0,45,50
64485,20,1,Student,Tier_2,12897,0,1949,9249,3571,2573,1519,4329,2215,5600,1436,10,6556,19147,1371,611,618,83,1128,76,62,256
13361,45,1,Self_Employed,Tier_1,4008,0,486,1765,725,426,615,635,657,1265,397,9,1195,2379,182,79,35,160,122,15,21,117
71620,54,0,Self_Employed,Tier_3,10743,0,2017,8857,5687,1726,2852,5244,2589,0,2106,11,7883,29798,1048,1502,303,151,1339,29,0,475
39198,47,3,Student,Tier_3,5880,0,807,5182,2231,1918,1249,2047,1204,3397,1120,8,3149,14163,1214,134,253,340,179,41,110,334
45394,38,1,Self_Employed,Tier_3,6809,5067,1473,4905,2326,1156,2077,3023,2099,2991,730,11,4908,12736,1120,494,285,489,355,93,43,190
24430,37,0,Retired,Tier_1,7329,0,1131,2476,1535,500,903,1933,968,0,506,7,1745,7149,474,373,121,52,163,33,0,149
18126,39,1,Student,Tier_2,3625,2430,799,2542,1368,785,491,998,827,992,457,9,1628,2811,670,388,190,66,255,2,30,98
96621,53,2,Retired,Tier_1,28986,0,4575,14027,6765,2929,2544,4207,4512,4995,1816,14,13286,21263,2821,1100,610,752,1237,89,89,304
24626,53,2,Professional,Tier_2,4925,0,983,2586,1398,706,1083,1019,1016,1610,583,9,2271,8717,316,239,194,169,150,40,74,50
21595,38,0,Retired,Tier_3,3239,0,464,2619,1345,790,815,1252,925,0,285,6,1239,9861,281,145,142,177,294,24,0,80
28137,41,1,Professional,Tier_1,8441,0,957,4086,1908,646,1328,1289,1036,1893,636,6,1783,5917,541,268,142,78,331,18,68,79
35009,38,1,Student,Tier_2,7002,4056,723,4919,2399,1627,849,1859,1117,2169,602,9,3257,7687,1371,248,457,150,453,35,52,131
13152,24,4,Self_Employed,Tier_2,2630,0,646,1580,920,430,327,785,609,1247,377,9,1157,3600,381,163,113,22,181,15,47,27
19093,25,1,Self_Employed,Tier_2,3819,2144,772,2000,1352,735,814,847,905,1605,403,5,962,3697,510,122,125,161,163,28,73,52
18298,39,3,Student,Tier_1,5489,0,375,2125,953,413,617,813,898,931,446,5,997,5237,111,221,59,147,55,32,7,33
58993,39,2,Retired,Tier_1,17698,5121,2883,8296,3163,2068,1348,3703,2391,5601,1641,12,5080,5080,2121,929,401,320,320,72,57,233
14767,47,1,Student,Tier_2,2953,0,461,1651,823,637,523,1142,514,1096,306,9,1291,4660,167,230,63,125,280,9,52,28
7364,51,3,Professional,Tier_2,1473,0,180,1079,426,158,368,428,276,526,174,10,722,2277,104,60,13,67,62,9,10,35
6218,46,0,Self_Employed,Tier_2,1244,0,260,735,378,298,169,378,203,0,87,7,436,2467,114,32,60,12,109,7,0,26
9252,27,2,Professional,Tier_1,2776,0,227,1320,668,337,268,416,342,625,179,8,767,2095,229,160,65,58,69,14,17,35
89160,22,0,Student,Tier_1,26748,12229,2376,10818,6271,2299,2230,5865,3950,0,1621,10,9233,14753,2651,1247,196,484,445,118,0,187
30391,56,1,Self_Employed,Tier_3,4559,2711,688,3849,2402,1002,1045,2348,1402,1735,523,5,1651,8128,914,697,162,122,219,34,60,150
44799,51,0,Professional,Tier_1,13440,0,1839,6264,2970,1692,1934,2102,1956,0,546,13,5760,12057,1566,522,311,269,123,17,0,52
46080,55,2,Self_Employed,Tier_2,9216,3273,1215,5335,2755,1000,2101,2327,1765,3327,1328,13,5845,12438,993,405,272,252,123,9,86,288
31379,27,0,Self_Employed,Tier_2,6276,0,1396,3155,2188,1301,645,1954,1481,0,887,7,2255,12097,542,265,381,47,186,38,0,108
28258,26,0,Student,Tier_1,8477,0,1091,3072,1863,766,801,1677,1041,0,470,10,2754,9000,673,152,57,111,404,11,0,139
69187,49,0,Professional,Tier_2,13837,0,2192,8218,4184,2768,2722,5346,2375,0,1251,12,8102,26293,1015,479,748,809,507,118,0,331
33717,22,3,Student,Tier_3,5058,0,1658,4983,1823,871,1262,1516,1202,2683,978,7,2471,11684,1453,160,142,163,427,20,120,196
91879,52,3,Retired,Tier_1,27564,0,2382,13446,4969,3494,2479,4300,4198,5221,1395,13,11884,22432,967,684,216,395,1079,95,11,80
49297,28,1,Professional,Tier_2,9859,0,2112,7294,2947,1687,1598,2228,2302,2874,902,13,6579,15493,1630,275,88,352,481,34,81,214
18301,59,0,Student,Tier_2,3660,0,450,2638,1140,813,524,1212,758,0,201,5,986,6903,170,279,222,26,76,38,0,12
20156,33,3,Student,Tier_3,3023,0,538,2782,1563,820,466,1127,844,2010,501,9,1914,6481,819,93,174,126,332,22,31,69
16764,44,2,Retired,Tier_1,5029,2723,400,1689,1049,766,505,810,544,1037,305,5,892,1906,186,63,62,137,134,23,5,33
79459,37,2,Student,Tier_1,23838,0,3820,9700,4998,2378,3567,3979,2971,7428,2243,13,9987,14538,641,605,635,352,673,98,244,190
21697,18,0,Retired,Tier_1,6509,0,743,3219,1446,516,638,1070,920,0,611,9,1853,6025,960,233,100,170,165,10,0,182
15838,43,1,Professional,Tier_2,3168,0,715,1672,1004,363,709,1001,708,1365,185,10,1571,4948,266,102,61,164,62,35,68,44
38746,28,3,Retired,Tier_2,7749,0,840,5288,2404,1896,1777,2702,1291,2177,819,7,2620,11803,1182,696,335,512,360,23,19,60
27756,32,3,Retired,Tier_2,5551,4077,1041,3806,2075,1378,618,1336,1361,2180,685,8,2122,3648,802,104,182,40,291,61,92,47
37972,56,3,Student,Tier_2,7594,3568,1273,4204,2602,764,783,1845,1256,2322,615,10,3614,11145,944,337,153,49,385,4,28,89
136054,57,1,Self_Employed,Tier_3,20408,19668,6751,19920,9328,4714,4134,10188,6110,8597,3901,20,22333,22333,3368,2400,527,720,1253,31,203,776
62281,35,4,Student,Tier_2,12456,0,2727,6896,3809,1640,2750,3094,2761,3656,1280,11,6994,21212,569,508,88,325,788,38,173,263
30655,41,3,Self_Employed,Tier_2,6131,0,1466,4512,1905,1173,702,1396,1213,2604,574,7,2288,8979,1093,496,297,113,97,58,57,118
9723,45,0,Professional,Tier_1,2917,0,333,1264,654,243,223,555,312,0,211,8,819,3012,132,111,43,64,134,10,0,24
20110,42,3,Self_Employed,Tier_2,4022,0,891,2019,1023,555,840,1193,832,1992,532,6,1219,6211,254,97,83,185,65,24,8,129
52986,40,3,Retired,Tier_3,7948,2860,1390,6919,3534,1957,1772,2876,2066,4334,877,12,6441,16453,1814,656,129,379,207,66,152,58
11756,28,4,Self_Employed,Tier_3,1763,0,483,1502,589,443,382,907,485,1100,176,5,599,3926,110,173,91,22,171,11,38,32
166330,50,0,Self_Employed,Tier_2,33266,0,8169,22087,13175,7211,5286,10798,6915,0,4144,20,33659,55281,3869,2208,876,618,1587,9,0,851
30348,33,0,Retired,Tier_3,4552,0,1163,3829,2219,819,806,2196,949,0,610,10,2965,13205,964,214,235,130,635,47,0,182
31196,53,0,Self_Employed,Tier_2,6239,6185,645,4047,1971,1444,845,1606,1131,0,896,5,1629,6187,667,169,354,142,282,33,0,176
17600,40,3,Self_Employed,Tier_3,2640,0,534,2281,1100,517,365,1307,640,1262,420,7,1294,6534,624,242,47,36,171,2,6,35
44638,23,3,Professional,Tier_3,6696,0,1691,6314,3290,1447,1609,2416,1589,3750,901,15,6546,14936,529,946,152,268,278,26,46,218
11879,60,2,Professional,Tier_1,3564,903,279,1581,867,549,519,768,540,1135,301,8,874,874,119,154,153,97,44,20,5,42
169544,41,4,Professional,Tier_2,33909,32424,5434,19289,10249,6397,7215,11495,8110,9059,2930,22,23033,23033,4482,1404,1100,1764,923,372,264,269
86063,55,0,Retired,Tier_2,17213,5185,2886,8816,5866,1933,2059,5763,3384,0,1385,13,11118,31573,1396,592,189,493,804,78,0,382
65933,59,0,Professional,Tier_1,19780,10301,3058,7924,5087,3243,2875,3980,2022,0,1000,12,6665,6665,892,1497,236,836,420,96,0,86
9864,23,2,Professional,Tier_2,1973,822,366,1309,774,304,487,485,424,835,244,5,530,1840,82,152,35,47,60,21,16,15
35358,27,3,Retired,Tier_1,10607,6887,1288,3933,2744,1427,1189,1723,1110,2247,711,6,1491,1491,783,493,400,297,303,17,74,106
78923,39,2,Retired,Tier_1,23677,7678,2443,11730,4145,3719,2833,4137,3096,5155,1239,11,8505,9072,3339,616,655,189,474,83,6,159
48216,40,2,Retired,Tier_2,9643,0,1520,7203,3347,1467,1211,2842,1783,3872,1101,15,7150,14227,1939,949,415,361,696,32,40,208
13457,22,3,Retired,Tier_1,4037,0,497,1652,768,635,479,1031,431,966,369,10,1323,2591,92,198,33,88,185,4,9,84
17834,45,1,Professional,Tier_3,2675,0,444,2643,1201,659,666,1204,799,1327,185,9,1655,6032,341,150,162,136,99,29,58,26
20898,26,4,Student,Tier_3,3135,0,712,2867,1067,420,919,886,730,2085,264,5,1071,7813,845,117,32,214,121,34,32,69
18513,56,1,Self_Employed,Tier_3,2777,0,652,2459,1407,412,647,831,725,1666,206,8,1493,6731,376,76,121,51,53,18,5,27
101923,61,1,Professional,Tier_3,15288,0,4138,14061,7488,3784,2681,4660,4166,9826,1215,25,25039,34614,819,1653,662,539,1356,67,252,146
6452,45,4,Student,Tier_2,1290,0,244,865,375,294,293,397,223,527,180,6,358,1764,95,73,86,57,80,1,0,17
50700,42,1,Professional,Tier_2,10140,0,1511,7171,3432,1489,1784,2263,1810,4534,649,11,5715,15916,1521,218,188,191,335,6,62,46
10669,60,3,Professional,Tier_1,3201,597,383,1079,844,393,423,762,477,748,226,8,891,1536,114,116,83,69,219,23,6,60
13904,55,1,Retired,Tier_1,4171,0,286,2017,1093,444,664,803,476,1248,384,9,1302,2316,318,312,90,152,240,13,35,54
6010,44,1,Student,Tier_2,1202,331,244,674,428,145,280,283,196,540,127,7,431,1560,160,51,31,45,77,1,16,7
19336,41,1,Professional,Tier_2,3867,3448,521,2462,1106,716,690,1370,701,1920,528,8,1616,2006,293,185,156,107,260,27,17,130
100462,60,3,Self_Employed,Tier_2,20092,0,4519,14340,6852,3986,2948,5945,4276,8882,2776,23,23057,25846,4158,470,859,354,1402,37,103,523
37079,60,2,Retired,Tier_1,11124,0,1546,4324,2387,1738,1620,1801,1513,3630,500,5,1891,6897,565,587,366,480,398,44,85,32
11502,63,0,Self_Employed,Tier_1,3451,0,285,1718,802,456,293,517,367,0,335,10,1148,3279,192,111,23,82,95,12,0,30
67688,33,4,Student,Tier_1,20307,4092,2008,7413,5192,3258,2791,5352,2867,3425,1403,11,7443,9582,1125,773,957,385,1187,115,116,271
80338,19,4,Professional,Tier_3,12051,13995,3409,8881,5756,3805,3265,5811,3785,5581,1225,11,8480,12775,2368,797,1015,900,667,182,212,134
32604,19,3,Self_Employed,Tier_2,6521,0,1342,4086,1643,1562,1427,1510,1118,2569,838,6,2028,9989,912,313,148,306,152,31,101,182
152780,22,0,Student,Tier_2,30556,11079,5523,15868,9537,4681,6460,6767,7289,0,1748,24,36292,53272,3261,2199,1097,1130,469,56,0,465
57884,63,1,Retired,Tier_1,17365,0,1669,5835,3050,1301,1350,3141,2383,3140,929,11,6121,17721,1507,230,314,361,908,76,70,176
51796,38,4,Self_Employed,Tier_1,15539,0,1848,6902,2684,2509,1544,2496,1745,5092,1308,13,6955,10131,1321,200,281,109,258,6,42,177
15776,27,1,Student,Tier_2,3155,1442,785,1940,878,589,534,1166,623,975,470,7,1152,3218,168,71,87,97,312,20,47,112
49557,59,3,Student,Tier_1,14867,0,1590,6717,3794,1294,1123,2950,2409,3594,851,14,7093,10367,1303,341,158,123,808,6,108,196
35681,35,3,Self_Employed,Tier_2,7136,0,1276,5273,2657,916,854,2701,1204,2090,1000,9,3098,10575,1425,337,130,135,179,30,70,105
45470,43,3,Professional,Tier_2,9094,8966,2005,6691,3021,1670,950,3119,1443,3266,608,14,4639,4639,1993,516,449,232,376,5,82,96
17349,37,2,Student,Tier_1,5205,2754,362,2384,1303,772,437,1300,796,913,345,7,779,779,137,173,151,62,153,27,23,18
33237,58,3,Self_Employed,Tier_2,6647,2390,1579,4041,2560,812,833,2445,1656,3137,985,7,2287,6152,319,646,197,69,616,50,102,218
15607,53,1,Retired,Tier_2,3121,0,709,1916,821,345,335,1226,549,1300,367,5,805,4918,470,80,53,80,200,23,44,32
5384,38,2,Self_Employed,Tier_3,808,488,196,663,415,214,125,265,201,370,158,8,449,1481,198,61,29,12,17,5,12,39
66676,19,1,Self_Employed,Tier_2,13335,8092,2405,9529,3378,2363,3180,4139,2837,4557,1704,13,8586,11157,892,294,392,277,448,134,215,507
9019,63,3,Student,Tier_2,1804,1648,427,1270,679,366,279,544,396,499,105,8,714,1003,282,117,46,41,101,7,19,9
32686,50,2,Retired,Tier_2,6537,0,1345,4422,2199,1224,1272,1482,1535,3143,531,10,3255,8996,806,583,323,92,122,36,105,32
39158,40,0,Professional,Tier_1,11747,0,1683,5194,1987,1680,1459,1790,1454,0,548,9,3666,11616,944,592,375,103,413,72,0,45
38957,56,3,Self_Employed,Tier_3,5843,6103,1048,4440,2371,1766,1036,2782,1831,3540,485,5,2125,7711,246,192,229,152,204,88,3,141
23920,48,2,Retired,Tier_2,4784,0,485,3021,1269,806,505,1326,850,2057,706,8,1979,8111,632,176,181,127,324,20,85,173
37269,21,2,Retired,Tier_2,7454,0,1237,4359,2444,1454,1133,1624,1128,2625,689,9,3294,13122,1159,173,227,139,207,20,14,91
43727,58,2,Self_Employed,Tier_2,8745,0,1017,5635,2721,1792,2004,2618,1889,2488,665,10,4425,14152,408,310,246,179,309,58,19,58
54010,20,4,Student,Tier_1,16203,8332,1753,7872,3000,1544,2591,3835,2398,4869,576,12,1038,1038,1003,298,177,142,819,119,120,63
120055,54,2,Professional,Tier_3,18008,0,4676,15319,8902,5473,3300,5253,5543,7004,2948,19,23338,43628,1928,624,1285,764,440,273,307,529
36182,27,0,Student,Tier_3,5427,3763,1381,5423,2421,924,1722,2821,1190,0,522,7,2664,10587,962,445,201,122,275,16,0,60
31577,59,3,Professional,Tier_1,9473,0,1285,3946,2307,1391,1273,2413,1572,2937,524,10,3122,4456,679,303,320,242,300,16,77,62
14524,49,3,Retired,Tier_2,2905,2152,352,1577,885,317,391,1061,506,915,185,6,850,3279,299,199,73,84,225,22,19,53
42519,53,3,Retired,Tier_1,12756,0,1161,6334,2754,972,1588,3120,1571,2519,770,14,6143,8974,1230,531,162,396,448,68,77,124
51167,44,2,Student,Tier_1,15350,3885,2093,5552,2933,2175,2457,2261,2172,4848,591,13,6810,6849,316,339,567,725,125,65,33,176
25722,36,3,Professional,Tier_2,5144,3482,656,3314,1290,1014,1191,2042,1001,1401,453,8,2100,4733,646,268,237,137,343,3,54,83
46381,55,0,Self_Employed,Tier_3,6957,0,1228,6323,3640,1004,1225,2343,2142,0,1320,15,6745,20200,1582,598,97,212,247,7,0,292
23741,18,4,Student,Tier_2,4748,0,956,2949,1815,1064,1144,1246,1138,1670,296,9,2176,6715,786,261,312,330,292,38,77,46
51315,43,0,Professional,Tier_2,10263,0,2146,5241,2686,1343,1967,2057,1943,0,1528,13,6447,22141,1336,189,101,362,384,89,0,103
62258,63,4,Self_Employed,Tier_3,9339,0,1790,8185,3477,2753,1896,4447,2318,5044,1500,12,7781,21510,598,703,777,369,1123,8,53,416
61565,30,3,Self_Employed,Tier_2,12313,0,2842,9191,4402,2248,1962,4890,3036,4430,839,11,6879,15412,2405,377,261,273,1179,99,204,67
32966,52,1,Professional,Tier_1,9890,0,1485,4421,1915,675,1391,1438,1190,2502,814,6,2056,7246,1096,497,167,330,356,28,32,120
13056,19,4,Retired,Tier_1,3917,1750,496,1705,918,355,578,1002,438,1123,196,8,577,577,419,85,96,39,289,7,14,35
18387,39,0,Student,Tier_1,5516,2816,824,2381,1072,829,908,1005,862,0,311,8,1554,1862,585,234,108,260,300,35,0,73
48295,56,0,Self_Employed,Tier_2,9659,0,2383,5701,2756,1138,1677,2185,2083,0,819,14,6878,19893,328,563,284,113,287,4,0,197
212778,45,1,Retired,Tier_3,31917,0,10257,24339,11466,10211,6240,12177,10289,20895,3781,24,51415,71207,2884,2348,2000,1229,1672,302,515,548
22842,61,4,Professional,Tier_2,4568,0,544,3117,1251,780,607,1577,1061,1247,661,6,1484,7430,495,276,203,90,164,51,43,68
43201,19,4,Student,Tier_1,12960,0,1356,4952,3272,988,1037,3092,1746,2741,519,12,5334,10539,555,404,266,189,438,27,50,84
19228,28,0,Self_Employed,Tier_2,3846,0,802,2800,1486,395,778,837,591,0,255,8,1619,7438,449,242,55,97,179,0,0,63
13764,54,4,Retired,Tier_1,4129,0,312,1509,970,670,306,1079,603,703,394,7,987,3087,208,86,85,64,276,23,20,73
17464,43,1,Professional,Tier_1,5239,0,421,2597,1260,433,402,753,586,1568,330,7,1176,3875,637,341,42,73,112,0,19,81
5670,45,4,Retired,Tier_1,1701,490,182,691,441,249,192,318,264,329,131,8,474,680,58,58,73,13,41,5,3,13
88583,43,4,Self_Employed,Tier_3,13288,5981,1788,9280,5950,3672,3076,6751,3540,8257,2283,11,9854,24718,854,1219,868,800,423,141,80,400
5038,34,1,Student,Tier_2,1008,0,167,514,267,160,154,294,234,443,71,8,397,1728,116,47,23,13,83,8,22,19
24292,20,3,Student,Tier_3,3644,0,772,3439,1937,1147,1205,1877,975,1274,688,10,2310,7334,643,242,337,272,527,20,3,133
11690,31,4,Self_Employed,Tier_2,2338,0,482,1471,818,435,291,754,365,692,182,6,652,3860,286,155,58,35,200,2,15,40
14786,33,0,Student,Tier_2,2957,0,336,1623,1149,338,389,811,520,0,342,10,1420,6320,184,340,90,96,118,16,0,25
90235,53,2,Student,Tier_3,13535,17604,3002,10217,5024,2395,3005,7175,4322,6455,1480,10,9473,16022,722,694,513,866,688,74,22,317
35235,45,0,Retired,Tier_1,10571,0,1722,3696,2780,1444,1748,2208,1590,0,1032,8,2994,8444,223,386,292,458,623,26,0,178
13858,45,0,Professional,Tier_3,2079,0,642,1565,1079,423,371,990,586,0,280,6,899,5844,129,319,89,39,233,2,0,74
18720,42,3,Self_Employed,Tier_1,5616,0,776,1947,975,885,437,1262,857,1470,246,10,1853,4248,442,77,262,115,71,22,61,72
16262,26,3,Self_Employed,Tier_3,2439,0,802,1964,841,624,694,1007,807,1466,374,8,1253,5244,424,248,37,158,268,19,44,111
28973,28,0,Retired,Tier_3,4346,2114,659,3586,1589,1337,753,2000,1219,0,642,9,2646,10727,420,366,138,139,307,28,0,100
34450,54,4,Retired,Tier_3,5168,0,948,4410,1917,1327,844,2538,1076,2815,388,9,3013,13019,665,115,300,218,556,51,32,59
136682,60,0,Professional,Tier_3,20502,13746,3310,17552,8051,5162,5076,8351,4149,0,1588,24,32175,49195,4534,1050,627,951,1273,205,0,251
6476,62,4,Student,Tier_2,1295,0,278,745,477,185,157,451,309,567,180,6,414,1832,117,93,44,20,41,10,16,50
29176,38,1,Self_Employed,Tier_3,4376,5271,1334,4189,1563,784,1401,1171,1065,1759,701,7,1927,5561,889,173,137,86,234,23,71,39
23307,19,1,Self_Employed,Tier_2,4661,0,914,2701,1215,493,494,1317,1123,2041,624,7,1717,7723,400,344,113,48,69,24,79,73
63971,51,3,Professional,Tier_2,12794,8902,1775,8259,4258,1465,1327,4300,2179,5189,1778,11,6847,11748,1866,1212,428,299,445,109,210,446
39847,59,2,Retired,Tier_3,5977,0,944,4610,2651,1770,1827,1893,1388,2417,518,6,2367,15853,1120,575,485,94,423,60,16,149
48110,30,2,Retired,Tier_2,9622,0,1748,6802,3303,2041,1797,2493,2169,2998,502,14,6512,14635,746,224,192,402,647,104,138,88
39538,22,3,Student,Tier_1,11861,3254,967,5926,2879,851,1865,1622,1261,3471,766,9,3537,4814,459,718,55,337,102,9,74,105
